id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,yr_sold,yr_since_renovation,yr_since_built
1175000570,530000.0,5,2.0,1810,4850,1.5,0.0,3,7,0.0,1900,0.0,98107,47.67,-122.39399999999999,2015,115.0,115
9297300055,650000.0,4,3.0,2950,5000,2.0,0.0,3,9,970.0,1979,0.0,98126,47.5714,-122.375,2015,36.0,36
1875500060,395000.0,3,2.0,1890,14040,2.0,0.0,3,7,0.0,1994,0.0,98019,47.7277,-121.962,2014,20.0,20
6865200140,485000.0,4,1.0,1600,4300,1.5,0.0,4,7,0.0,1916,0.0,98103,47.6648,-122.34299999999999,2014,98.0,98
16000397,189000.0,2,1.0,1200,9850,1.0,0.0,4,7,0.0,1921,0.0,98002,47.3089,-122.21,2014,93.0,93
7983200060,230000.0,3,1.0,1250,9774,1.0,0.0,4,7,0.0,1969,0.0,98003,47.3343,-122.306,2015,46.0,46
6300500875,385000.0,4,1.75,1620,4980,1.0,0.0,4,7,760.0,1947,0.0,98133,47.7025,-122.34100000000001,2014,67.0,67
2524049179,2000000.0,3,2.75,3050,44867,1.0,0.0,3,9,720.0,1968,0.0,98040,47.5316,-122.23299999999999,2014,46.0,46
7137970340,285000.0,5,2.5,2270,6300,2.0,0.0,3,8,0.0,1995,0.0,98092,47.3266,-122.169,2014,19.0,19
8091400200,252700.0,2,1.5,1070,9643,1.0,0.0,3,7,0.0,1985,0.0,98030,47.3533,-122.166,2014,29.0,29
3814700200,329000.0,3,2.25,2450,6500,2.0,0.0,4,8,0.0,1985,0.0,98030,47.3739,-122.17200000000001,2014,29.0,29
1202000200,233000.0,3,2.0,1710,4697,1.5,0.0,5,6,0.0,1941,0.0,98002,47.3048,-122.21799999999999,2014,73.0,73
1794500383,937000.0,3,1.75,2450,2691,2.0,0.0,3,8,700.0,1915,0.0,98119,47.6386,-122.36,2014,99.0,99
3303700376,667000.0,3,1.0,1400,1581,1.5,0.0,5,8,0.0,1909,0.0,98112,47.6221,-122.314,2014,105.0,105
5101402488,438000.0,3,1.75,1520,6380,1.0,0.0,3,7,730.0,1948,0.0,98115,47.695,-122.304,2014,66.0,66
1873100390,719000.0,4,2.5,2570,7173,2.0,0.0,3,8,0.0,2005,0.0,98052,47.7073,-122.11,2015,10.0,10
8562750320,580500.0,3,2.5,2320,3980,2.0,0.0,3,8,0.0,2003,0.0,98027,47.5391,-122.07,2014,11.0,11
2426039314,280000.0,2,1.5,1190,1265,3.0,0.0,3,7,0.0,2005,0.0,98133,47.7274,-122.35700000000001,2014,9.0,9
461000390,687500.0,4,1.75,2330,5000,1.5,0.0,4,7,820.0,1929,0.0,98117,47.6823,-122.368,2014,85.0,85
7589200193,535000.0,3,1.0,1090,3000,1.5,0.0,4,8,0.0,1929,0.0,98117,47.6889,-122.375,2014,85.0,85
7955080270,322500.0,4,2.75,2060,6659,1.0,0.0,3,7,780.0,1981,0.0,98058,47.4276,-122.15700000000001,2014,33.0,33
9547205180,696000.0,3,2.5,2300,3060,1.5,0.0,3,8,790.0,1930,2002.0,98115,47.6827,-122.31,2014,12.0,84
9435300030,550000.0,4,1.0,1660,34848,1.0,0.0,1,5,730.0,1933,0.0,98052,47.6621,-122.132,2014,81.0,81
2768000400,640000.0,4,2.0,2360,6000,2.0,0.0,4,8,0.0,1904,0.0,98107,47.6702,-122.36200000000001,2014,110.0,110
7895500070,240000.0,4,1.0,1220,8075,1.0,0.0,2,7,330.0,1969,0.0,98001,47.3341,-122.28200000000001,2015,46.0,46
2078500320,605000.0,4,2.5,2620,7553,2.0,0.0,3,8,0.0,1996,0.0,98056,47.5301,-122.18,2014,18.0,18
5547700270,625000.0,4,2.5,2570,5520,2.0,0.0,3,9,0.0,2000,0.0,98074,47.6145,-122.027,2014,14.0,14
7766200013,775000.0,4,2.25,4220,24186,1.0,0.0,3,8,1620.0,1984,0.0,98166,47.445,-122.34700000000001,2014,30.0,30
7203220400,861990.0,5,2.75,3595,5639,2.0,0.0,3,9,0.0,2014,0.0,98053,47.6848,-122.016,2014,0.0,0
9270200160,685000.0,3,1.0,1570,2280,2.0,0.0,3,7,0.0,1922,0.0,98119,47.6413,-122.36399999999999,2014,92.0,92
1432701230,309000.0,3,1.0,1280,9656,1.0,0.0,4,6,360.0,1959,0.0,98058,47.4485,-122.175,2014,55.0,55
8035350320,488000.0,3,2.5,3160,13603,2.0,0.0,3,8,0.0,2003,0.0,98019,47.7443,-121.977,2014,11.0,11
8945200830,210490.0,3,1.0,990,8528,1.0,0.0,3,6,0.0,1966,0.0,98023,47.3066,-122.37100000000001,2015,49.0,49
4178300310,785000.0,4,2.5,2290,13416,2.0,0.0,4,9,0.0,1981,0.0,98007,47.6194,-122.15100000000001,2014,33.0,33
9215400105,450000.0,3,1.75,1250,5963,1.0,0.0,4,7,0.0,1953,0.0,98115,47.6796,-122.301,2015,62.0,62
822039084,1350000.0,3,2.5,2753,65005,1.0,1.0,5,9,588.0,1953,0.0,98070,47.4041,-122.45100000000001,2015,62.0,62
5245600105,228000.0,3,1.0,1190,9199,1.0,0.0,3,7,0.0,1955,0.0,98148,47.4258,-122.322,2014,59.0,59
7231300125,345000.0,5,2.5,3150,9134,1.0,0.0,4,8,1510.0,1966,0.0,98056,47.4934,-122.189,2015,49.0,49
7518505990,600000.0,3,1.75,1410,4080,1.0,0.0,4,7,410.0,1950,0.0,98117,47.6808,-122.384,2014,64.0,64
3626039271,585000.0,2,1.75,1980,8550,1.0,0.0,3,7,990.0,1981,0.0,98117,47.6989,-122.369,2015,34.0,34
4217401195,920000.0,5,2.25,2730,6000,1.5,0.0,3,8,600.0,1927,0.0,98105,47.6571,-122.281,2015,88.0,88
9822700295,885000.0,4,2.5,2830,5000,2.0,0.0,3,9,0.0,1995,0.0,98105,47.6597,-122.29,2014,19.0,19
9478500640,292500.0,4,2.5,2250,4495,2.0,0.0,3,7,0.0,2008,0.0,98042,47.3663,-122.11399999999999,2014,6.0,6
2799800710,301000.0,3,2.5,2420,4750,2.0,0.0,3,8,0.0,2003,0.0,98042,47.3663,-122.12200000000001,2015,12.0,12
7922800400,951000.0,5,3.25,3250,14342,2.0,0.0,4,8,0.0,1968,0.0,98008,47.588,-122.116,2014,46.0,46
8079040320,430000.0,4,3.0,1850,9976,2.0,0.0,3,8,0.0,1991,0.0,98059,47.5059,-122.149,2015,24.0,24
1516000055,650000.0,3,2.25,2150,21235,1.0,0.0,4,8,560.0,1959,0.0,98166,47.4336,-122.339,2014,55.0,55
9558200045,289000.0,3,1.75,1260,8400,1.0,0.0,3,7,0.0,1954,0.0,98148,47.4366,-122.335,2014,60.0,60
5072410070,505000.0,3,1.75,2519,8690,2.0,0.0,5,8,0.0,1973,0.0,98166,47.4428,-122.344,2014,41.0,41
9528102996,549000.0,3,1.75,1540,1044,3.0,0.0,3,8,0.0,2014,0.0,98115,47.6765,-122.32,2014,0.0,0
1189001180,425000.0,3,2.25,1660,6000,1.0,0.0,3,7,550.0,1979,0.0,98122,47.6113,-122.29700000000001,2014,35.0,35
3253500160,317625.0,3,2.75,2770,3809,1.5,0.0,5,7,1000.0,1925,0.0,98144,47.5747,-122.304,2014,89.0,89
3394100030,975000.0,4,2.5,2720,11049,2.0,0.0,3,10,0.0,1989,0.0,98004,47.5815,-122.19200000000001,2014,25.0,25
3717000160,287000.0,4,2.5,2240,4648,2.0,0.0,3,7,0.0,2005,0.0,98001,47.3378,-122.257,2014,9.0,9
1274500060,204000.0,3,1.0,1000,12070,1.0,0.0,4,7,0.0,1968,0.0,98042,47.3621,-122.11,2014,46.0,46
1802000060,1330000.0,5,2.25,3200,20158,1.0,0.0,3,8,1600.0,1965,0.0,98004,47.6303,-122.215,2014,49.0,49
1525059190,1040000.0,5,3.25,4770,50094,1.0,0.0,4,11,1700.0,1973,0.0,98005,47.6525,-122.16,2014,41.0,41
1049000060,325000.0,3,2.0,1260,5612,1.0,0.0,4,7,0.0,1972,0.0,98034,47.7362,-122.179,2015,43.0,43
8820901275,571000.0,4,2.0,2750,7807,1.5,0.0,5,7,500.0,1916,0.0,98125,47.7168,-122.287,2014,98.0,98
5416510140,360000.0,4,2.5,2380,5000,2.0,0.0,3,8,0.0,2005,0.0,98038,47.3608,-122.036,2014,9.0,9
3444100400,349000.0,3,1.75,1790,50529,1.0,0.0,5,7,700.0,1965,0.0,98042,47.3511,-122.073,2015,50.0,50
3276920270,832500.0,4,4.0,3430,35102,2.0,0.0,4,10,1040.0,1986,0.0,98075,47.5822,-121.98700000000001,2014,28.0,28
4036801170,380000.0,4,1.75,1760,7300,1.0,0.0,3,7,880.0,1956,0.0,98008,47.6034,-122.125,2014,58.0,58
2391600320,480000.0,3,1.0,1040,5060,1.0,0.0,3,7,0.0,1941,0.0,98116,47.5636,-122.39399999999999,2015,74.0,74
6300000287,410000.0,3,1.0,1410,5060,1.0,0.0,4,7,500.0,1956,0.0,98133,47.7073,-122.34,2014,58.0,58
1531000030,720000.0,4,2.5,3450,39683,2.0,0.0,3,10,0.0,2002,0.0,98010,47.342,-122.025,2015,13.0,13
5104520400,390000.0,3,2.5,2350,5100,2.0,0.0,3,8,0.0,2003,0.0,98038,47.3512,-122.008,2014,11.0,11
7437100340,360000.0,4,2.5,1900,5889,2.0,0.0,3,7,0.0,1992,0.0,98038,47.349,-122.031,2014,22.0,22
9418400240,355000.0,2,1.0,2020,6720,1.0,0.0,3,7,1010.0,1948,0.0,98118,47.5474,-122.291,2014,66.0,66
1523059105,356000.0,3,1.5,1680,8712,1.0,0.0,3,8,0.0,1964,0.0,98059,47.4811,-122.149,2015,51.0,51
1133000671,315000.0,3,1.0,960,6634,1.0,0.0,3,6,0.0,1952,0.0,98125,47.7264,-122.31,2014,62.0,62
4232902595,940000.0,3,1.5,2140,3600,2.0,0.0,3,9,240.0,1925,0.0,98119,47.6337,-122.365,2014,89.0,89
2599001200,305000.0,5,2.25,2660,8400,1.5,0.0,5,7,0.0,1961,0.0,98092,47.2909,-122.189,2014,53.0,53
3342103156,461000.0,3,3.25,2770,6278,2.0,0.0,3,9,790.0,2006,0.0,98056,47.5228,-122.199,2014,8.0,8
1332700270,215000.0,2,2.25,1610,2040,2.0,0.0,4,7,0.0,1979,0.0,98056,47.518,-122.194,2014,35.0,35
3869900162,335000.0,2,1.75,1030,1066,2.0,0.0,3,7,265.0,2006,0.0,98136,47.5394,-122.387,2014,8.0,8
2791500270,243500.0,4,2.5,1980,7403,2.0,0.0,3,7,0.0,1988,0.0,98023,47.2897,-122.37200000000001,2014,26.0,26
5036300431,1100000.0,5,2.75,3520,6353,2.0,0.0,4,10,0.0,2001,0.0,98199,47.6506,-122.391,2015,14.0,14
4168000060,153000.0,3,1.0,1200,10500,1.0,0.0,3,7,0.0,1962,0.0,98023,47.321999999999996,-122.351,2015,53.0,53
6021501535,430000.0,3,1.5,1580,5000,1.0,0.0,3,8,290.0,1939,0.0,98117,47.687,-122.38600000000001,2014,75.0,75
6021501535,700000.0,3,1.5,1580,5000,1.0,0.0,3,8,290.0,1939,0.0,98117,47.687,-122.38600000000001,2014,75.0,75
1483300570,905000.0,4,2.5,3300,10250,1.0,0.0,3,7,910.0,1946,1991.0,98040,47.5873,-122.249,2014,23.0,68
3422049190,247500.0,3,1.75,1960,15681,1.0,0.0,3,7,0.0,1967,0.0,98032,47.3576,-122.277,2015,48.0,48
1099611230,199000.0,4,1.5,1160,6400,1.0,0.0,4,7,0.0,1975,0.0,98023,47.3036,-122.37799999999999,2014,39.0,39
722079104,314000.0,3,1.75,1810,41800,1.0,0.0,5,7,600.0,1980,0.0,98038,47.4109,-121.958,2014,34.0,34
7338200240,437500.0,3,2.5,2320,36847,2.0,0.0,3,9,0.0,1992,0.0,98045,47.4838,-121.714,2014,22.0,22
1952200240,850830.0,3,2.5,2070,13241,1.5,0.0,5,9,800.0,1910,0.0,98102,47.6415,-122.315,2014,104.0,104
5200100125,555000.0,3,2.0,1980,3478,1.5,0.0,4,7,540.0,1929,0.0,98117,47.6775,-122.37200000000001,2014,85.0,85
7214720075,699950.0,3,2.25,2190,107593,2.0,0.0,4,8,0.0,1983,0.0,98077,47.7731,-122.08,2014,31.0,31
2450000295,1090000.0,3,2.5,2920,8113,2.0,0.0,3,8,0.0,1950,2010.0,98004,47.5814,-122.196,2014,4.0,64
6197800045,290000.0,3,1.0,1210,33919,1.0,0.0,3,7,0.0,1954,0.0,98058,47.4375,-122.184,2014,60.0,60
1328310370,375000.0,3,2.5,2340,10005,1.0,0.0,4,8,880.0,1978,0.0,98058,47.4431,-122.133,2015,37.0,37
546000875,460000.0,3,1.0,1670,4005,1.5,0.0,4,7,500.0,1939,0.0,98117,47.6878,-122.38,2014,75.0,75
3530510041,188500.0,2,1.75,1240,2493,1.0,0.0,4,8,0.0,1985,0.0,98198,47.3813,-122.322,2014,29.0,29
1853000400,680000.0,4,2.5,3140,28037,2.0,0.0,4,10,0.0,1991,0.0,98077,47.7304,-122.08200000000001,2015,24.0,24
3134100116,470000.0,5,1.75,2030,12342,2.0,0.0,4,7,0.0,1942,0.0,98052,47.6417,-122.109,2014,72.0,72
9545230140,597750.0,4,2.5,2310,9624,2.0,0.0,3,8,0.0,1984,0.0,98027,47.5386,-122.053,2014,30.0,30
3362400511,570000.0,3,1.75,1260,3328,1.0,0.0,5,6,560.0,1905,0.0,98103,47.6823,-122.34899999999999,2015,110.0,110
2525310310,272500.0,3,1.75,1540,12600,1.0,0.0,4,7,0.0,1980,0.0,98038,47.3624,-122.031,2014,34.0,34
6126500060,329950.0,3,1.75,2080,5969,1.0,0.0,3,7,1000.0,1971,0.0,98108,47.5474,-122.295,2014,43.0,43
8961960160,480000.0,4,2.5,3230,16171,2.0,0.0,3,9,710.0,2001,0.0,98001,47.3183,-122.25299999999999,2014,13.0,13
3626039325,740500.0,3,3.5,4380,6350,2.0,0.0,3,8,0.0,1900,0.0,98117,47.6981,-122.368,2014,114.0,114
3362400431,518500.0,3,3.5,1590,1102,3.0,0.0,3,8,0.0,2010,0.0,98103,47.6824,-122.34700000000001,2014,4.0,4
4060000240,205425.0,2,1.0,880,6780,1.0,0.0,4,6,0.0,1945,0.0,98178,47.5009,-122.24799999999999,2014,69.0,69
3454800060,171800.0,4,2.0,1570,9600,1.0,0.0,3,6,0.0,1950,0.0,98168,47.4965,-122.303,2015,65.0,65
1695900060,535000.0,4,1.0,1610,2982,1.5,0.0,4,7,0.0,1925,0.0,98144,47.586999999999996,-122.294,2015,90.0,90
7278700070,660000.0,3,2.5,2400,6474,1.0,0.0,3,8,840.0,1964,0.0,98177,47.7728,-122.38600000000001,2015,51.0,51
6675500070,391500.0,3,2.0,1450,9132,1.0,0.0,3,7,0.0,1987,0.0,98034,47.7288,-122.226,2014,27.0,27
3626039187,395000.0,2,1.0,770,6000,1.0,0.0,3,6,0.0,1953,0.0,98117,47.6999,-122.36399999999999,2015,62.0,62
3524049083,445000.0,4,1.75,2100,4400,1.5,0.0,5,7,380.0,1924,0.0,98118,47.5299,-122.266,2014,90.0,90
3275860240,770000.0,3,2.25,2910,10204,2.0,0.0,3,9,0.0,1990,0.0,98052,47.6897,-122.098,2014,24.0,24
4389200955,1450000.0,4,2.75,2750,17789,1.5,0.0,3,8,770.0,1914,1992.0,98004,47.6141,-122.212,2015,23.0,101
4058801670,445000.0,3,2.25,2100,8201,1.0,0.0,3,8,480.0,1967,0.0,98178,47.5091,-122.244,2014,47.0,47
8732020310,260000.0,4,2.25,2160,8811,1.0,0.0,3,8,800.0,1978,0.0,98023,47.3129,-122.39,2014,36.0,36
2331300505,822500.0,5,3.5,2320,4960,2.0,0.0,5,7,600.0,1926,0.0,98103,47.6763,-122.352,2014,88.0,88
7853210060,430000.0,4,2.5,2070,4310,2.0,0.0,3,7,0.0,2004,0.0,98065,47.5319,-121.85,2015,11.0,11
3668000070,212000.0,3,1.75,1060,7875,1.0,0.0,4,7,0.0,1986,0.0,98092,47.2761,-122.152,2015,29.0,29
9545240070,660500.0,4,2.25,2010,9603,1.0,0.0,3,8,570.0,1986,0.0,98027,47.5343,-122.054,2015,29.0,29
1243100136,784000.0,3,3.5,3950,111078,1.5,0.0,3,9,1490.0,1989,0.0,98052,47.696999999999996,-122.072,2014,25.0,25
8929000270,453246.0,3,2.5,2010,2287,2.0,0.0,3,8,620.0,2014,0.0,98029,47.5517,-121.99799999999999,2014,0.0,0
2767602356,675000.0,4,3.5,2140,2278,3.0,0.0,3,9,0.0,2005,0.0,98107,47.6734,-122.38,2015,10.0,10
921049315,199000.0,3,1.75,1320,17390,1.0,0.0,4,7,0.0,1956,0.0,98003,47.3257,-122.296,2014,58.0,58
3655000070,220000.0,4,1.75,2020,7840,1.0,0.0,3,7,1010.0,1968,0.0,98003,47.3309,-122.29899999999999,2014,46.0,46
4027700812,452000.0,4,2.25,2590,10002,1.0,0.0,4,8,1250.0,1968,0.0,98028,47.7689,-122.266,2014,46.0,46
3992700335,382500.0,2,1.0,1190,4440,1.0,0.0,3,6,0.0,1981,0.0,98125,47.7135,-122.287,2014,33.0,33
2767603505,519950.0,3,2.25,1170,1249,3.0,0.0,3,8,0.0,2014,0.0,98107,47.6722,-122.381,2014,0.0,0
4232901525,665000.0,2,1.0,1110,3200,1.0,0.0,3,7,0.0,1925,0.0,98119,47.6338,-122.35799999999999,2014,89.0,89
1777500060,527700.0,5,2.5,2820,9375,1.0,0.0,4,8,1270.0,1968,0.0,98006,47.5707,-122.12799999999999,2014,46.0,46
1432900240,205000.0,3,1.0,1610,8579,1.0,0.0,4,7,600.0,1962,0.0,98058,47.4563,-122.171,2015,53.0,53
6140100875,420000.0,3,1.0,1060,8097,1.0,0.0,4,7,120.0,1923,0.0,98133,47.7144,-122.351,2015,92.0,92
6071600370,500000.0,4,2.25,2030,8517,1.0,0.0,4,8,650.0,1961,0.0,98006,47.5495,-122.17399999999999,2015,54.0,54
1526069017,921500.0,4,2.5,3670,315374,2.0,0.0,4,9,0.0,1994,0.0,98077,47.7421,-122.02600000000001,2014,20.0,20
809001525,890000.0,4,1.0,2550,4000,2.0,0.0,3,8,180.0,1905,0.0,98109,47.6354,-122.353,2014,109.0,109
3224079105,430000.0,2,2.5,2420,60984,2.0,0.0,3,7,0.0,2007,0.0,98027,47.5262,-121.943,2014,7.0,7
8075400570,258000.0,5,2.0,2260,12500,1.0,0.0,4,8,1130.0,1960,0.0,98032,47.3887,-122.286,2014,54.0,54
1994200024,511000.0,3,1.0,1430,3455,1.0,0.0,3,7,450.0,1947,0.0,98103,47.6873,-122.336,2014,67.0,67
3362900810,532170.0,3,2.0,1360,3090,2.0,0.0,3,8,0.0,1990,0.0,98103,47.6838,-122.353,2014,24.0,24
1324300398,560000.0,3,1.0,1110,5000,1.5,0.0,3,7,0.0,1947,0.0,98107,47.655,-122.359,2015,68.0,68
537000445,282950.0,3,1.0,1250,8200,1.0,0.0,4,7,0.0,1954,0.0,98003,47.3255,-122.304,2015,61.0,61
7855801670,2250000.0,4,3.25,5180,19850,2.0,0.0,3,12,1640.0,2006,0.0,98006,47.562,-122.162,2015,9.0,9
7920100045,350000.0,1,1.0,700,5100,1.0,0.0,3,7,0.0,1942,0.0,98115,47.678999999999995,-122.3,2014,72.0,72
8960000030,215000.0,3,1.0,1180,7669,1.0,0.0,4,7,0.0,1967,0.0,98058,47.4479,-122.176,2014,47.0,47
6388930390,650000.0,5,3.5,3960,25245,2.0,0.0,3,9,1460.0,1996,0.0,98056,47.525,-122.17200000000001,2014,18.0,18
8731900200,320000.0,4,2.75,2640,7500,1.0,0.0,3,8,1020.0,1967,0.0,98023,47.3135,-122.369,2014,47.0,47
8029200135,247000.0,3,2.0,1270,7198,1.5,0.0,3,7,0.0,1916,2013.0,98022,47.2086,-121.99600000000001,2014,1.0,98
1081200350,320000.0,4,1.75,1760,11180,1.0,0.0,4,8,0.0,1968,0.0,98059,47.4715,-122.118,2014,46.0,46
84000105,255000.0,5,2.25,2060,8632,1.0,0.0,3,7,1030.0,1962,0.0,98146,47.4877,-122.335,2014,52.0,52
3756500060,438000.0,3,1.75,1780,9660,1.0,0.0,3,7,0.0,1962,0.0,98034,47.7171,-122.193,2015,53.0,53
7215720160,900000.0,3,2.5,3400,16603,2.0,0.0,3,10,0.0,2000,0.0,98075,47.6012,-122.023,2015,15.0,15
3574800520,441000.0,3,2.75,1910,7280,1.0,0.0,3,7,750.0,1979,0.0,98034,47.7319,-122.22399999999999,2014,35.0,35
2617300160,420000.0,3,2.0,2020,38332,1.0,0.0,4,7,1010.0,1975,0.0,98027,47.4582,-122.023,2014,39.0,39
2558660270,370000.0,3,1.75,1580,7000,1.0,0.0,3,7,400.0,1976,0.0,98034,47.7209,-122.16799999999999,2014,38.0,38
2009000370,269950.0,2,1.75,1340,7250,1.0,0.0,5,5,640.0,1949,0.0,98198,47.408,-122.32700000000001,2015,66.0,66
1836980160,807100.0,4,2.5,2680,4499,2.0,0.0,3,9,0.0,1999,0.0,98006,47.565,-122.125,2015,16.0,16
3261020370,653000.0,3,2.5,2680,9750,1.0,0.0,4,8,1070.0,1979,0.0,98034,47.7028,-122.23100000000001,2014,35.0,35
1755700060,371500.0,3,2.0,1370,8336,1.0,0.0,5,7,0.0,1964,0.0,98133,47.7458,-122.331,2014,50.0,50
4330600435,284000.0,3,1.75,1560,21000,1.0,0.0,3,7,0.0,1954,0.0,98166,47.4776,-122.337,2015,61.0,61
9542800700,272000.0,3,1.75,2160,7140,1.0,0.0,4,7,490.0,1978,0.0,98023,47.3026,-122.374,2015,37.0,37
1999700045,313000.0,3,1.5,1340,7912,1.5,0.0,3,7,0.0,1955,0.0,98133,47.7658,-122.339,2014,59.0,59
1762600070,917500.0,4,2.5,3880,35003,2.0,0.0,3,10,1310.0,1984,0.0,98033,47.6477,-122.182,2015,31.0,31
1687900520,673000.0,4,2.25,2590,8190,2.0,0.0,4,8,0.0,1980,0.0,98006,47.5619,-122.125,2014,34.0,34
7234600798,425000.0,3,2.5,1120,1100,2.0,0.0,3,8,300.0,2008,0.0,98122,47.6106,-122.31,2015,7.0,7
3881900445,399950.0,5,2.75,1970,5400,1.0,0.0,3,7,650.0,1986,0.0,98144,47.5868,-122.30799999999999,2014,28.0,28
2254502445,385000.0,3,1.0,1220,4800,1.0,0.0,3,6,0.0,1901,0.0,98122,47.6101,-122.307,2014,113.0,113
5437810320,269950.0,3,1.5,1950,7560,1.0,0.0,4,7,630.0,1975,0.0,98022,47.1976,-121.999,2014,39.0,39
9158100075,330000.0,2,1.0,1350,8220,1.0,0.0,3,7,290.0,1949,0.0,98177,47.7224,-122.35799999999999,2015,66.0,66
3830630310,260000.0,3,2.5,1670,5797,2.0,0.0,3,7,0.0,1988,0.0,98030,47.3505,-122.179,2014,26.0,26
8123100045,470000.0,4,3.0,2380,5125,1.5,0.0,4,7,700.0,1925,0.0,98126,47.5384,-122.376,2015,90.0,90
3127200041,589000.0,4,3.0,2440,9600,2.0,0.0,5,7,0.0,1961,0.0,98034,47.7044,-122.2,2014,53.0,53
6661200320,163500.0,2,1.5,1050,3419,2.0,0.0,3,7,0.0,1996,0.0,98038,47.3848,-122.039,2014,18.0,18
11510310,835000.0,4,2.75,3130,13412,2.0,0.0,3,9,990.0,1993,0.0,98052,47.6993,-122.102,2014,21.0,21
825059270,1100000.0,5,3.0,4090,12850,1.0,0.0,4,10,2000.0,1986,0.0,98033,47.6627,-122.18799999999999,2014,28.0,28
8731951370,269000.0,4,1.75,1490,10000,1.0,0.0,4,8,390.0,1969,0.0,98023,47.3099,-122.37899999999999,2015,46.0,46
1954440060,560000.0,3,2.5,1900,8744,2.0,0.0,3,8,0.0,1987,0.0,98074,47.62,-122.04299999999999,2014,27.0,27
2264500350,615000.0,4,1.0,1330,2400,1.5,0.0,4,6,0.0,1901,0.0,98103,47.65,-122.34,2015,114.0,114
1115810060,585188.0,3,2.25,2230,10026,1.0,0.0,3,8,800.0,1975,0.0,98052,47.6647,-122.15299999999999,2014,39.0,39
9477200200,305000.0,3,1.75,1650,9480,1.0,0.0,3,7,430.0,1977,0.0,98034,47.726000000000006,-122.191,2014,37.0,37
1432600560,166950.0,3,1.0,1190,8820,1.0,0.0,3,6,0.0,1959,0.0,98058,47.4616,-122.184,2014,55.0,55
2287000060,799000.0,3,2.5,2140,9897,1.0,0.0,4,8,0.0,1959,0.0,98040,47.5505,-122.219,2014,55.0,55
3663500060,400000.0,3,2.5,2180,7508,1.0,0.0,4,7,760.0,1962,0.0,98133,47.7606,-122.336,2014,52.0,52
3996900125,230000.0,3,1.0,1060,10228,1.0,0.0,3,7,0.0,1948,0.0,98155,47.7481,-122.3,2014,66.0,66
7796450200,256883.0,3,2.5,1690,5025,2.0,0.0,3,8,0.0,2003,0.0,98023,47.2779,-122.34700000000001,2014,11.0,11
7549802535,423000.0,4,2.0,1970,6480,1.5,0.0,5,7,840.0,1920,0.0,98108,47.5511,-122.31200000000001,2014,94.0,94
3278600320,465000.0,3,2.5,2150,4084,2.0,0.0,3,8,0.0,2007,0.0,98126,47.5488,-122.37200000000001,2014,7.0,7
2824079053,440000.0,3,2.5,1910,66211,2.0,0.0,3,7,0.0,1997,0.0,98024,47.5385,-121.911,2015,18.0,18
1222069094,385000.0,3,1.75,1350,155073,1.0,0.0,4,7,0.0,1969,0.0,98038,47.4058,-121.994,2014,45.0,45
3542300060,210000.0,3,1.0,860,11725,1.0,0.0,4,6,0.0,1943,0.0,98056,47.5093,-122.184,2015,72.0,72
2222059065,297000.0,3,2.5,1940,14952,2.0,0.0,3,8,0.0,1994,0.0,98042,47.3777,-122.165,2014,20.0,20
